,Case Number,Date,Year,Month,Hour,Place,Area,Location,Activity,Sex,Fatal
1252,2006.05.31,2006.05.31,2006,05,13:30,USA,Hawaii,O'ahu,Fishing,M,0
1253,2006.05.28,2006.05.28,2006,05,Unknown,USA,Hawaii,French Frigate Shoals,Others,,0
1254,2006.05.27,2006.05.27,2006,05,16:00,USA,Hawaii,"North Shore, O'ahu",Surfing,M,0
1255,2006.05.24,2006.05.24,2006,05,16:30,USA,Hawaii,Lanai,Fishing,M,0
1256,2006.05.21,2006.05.21,2006,05,11:30,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,0
1257,2006.05.19,2006.05.19,2006,05,15:30,USA,Guam,Gun Beach,Diving,F,0
1258,2006.05.10,2006.05.10,2006,05,12:15,USA,Florida,"Cocoa Beach, Brevard  County",Others,M,0
1259,2006.05.04,2006.05.04,2006,05,16:30,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,0
1260,2006.05.02,2006.05.02,2006,05,16:30,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Others,M,0
1261,2006.04.23.R,2006.04.23,2006,04,Unknown,USA,Florida,"Alligator Reef off Islamorada, Monroe County",Others,M,1
1262,2006.04.21,2006.04.21,2006,04,Unknown,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,0
1263,2006.04.19,2006.04.19,2006,04,15:00,USA,Florida,"Daytona Beach, Volusia County",Others,F,0
1264,2006.04.13,2006.04.13,2006,04,Unknown,USA,Florida,"Port of the Islands, Collier County",Fishing,M,0
1265,2006.04.11,2006.04.11,2006,04,13:30,AUSTRALIA,New South Wales,Newcastle Beach,Surfing,M,0
1266,2006.04.09.b,2006.04.09,2006,04,17:30,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Others,M,0
1267,2006.04.09.a,2006.04.09,2006,04,Unknown,BRAZIL,Pernambuco,Piedade,Swimming,M,0
1268,2006.04.03,2006.04.03,2006,04,12:30,USA,Florida,"Marco Island, Collier County",Others,M,0
1269,2006.03.28.R,2006.03.28,2006,03,Unknown,SIERRA LEONE,Western Area,"Lumely Beach, Freetown",Fishing,M,1
1270,2006.03.23,2006.03.23,2006,03,11:30,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,0
1271,2006.03.22,2006.03.22,2006,03,Unknown,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,1
1272,2006.03.19,2006.03.19,2006,03,18:00,FIJI,Vitu Levu,Sigatoka,Surfing,M,0
1273,2006.03.15,2006.03.15,2006,03,17:00,AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,M,0
1274,2006.02.27,2006.02.27,2006,02,16:30,USA,Hawaii,"Makena, Maui",Others,F,0
1275,2006.02.23,2006.02.23,2006,02,Unknown,USA,Hawaii,"Makena, Maui",Diving,M,1
1276,2006.02.13,2006.02.13,2006,02,11:00,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Others,M,0
1277,2006.02.12.b,2006.02.12,2006,02,Unknown,AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",Swimming,M,0
1278,2006.02.12.a,2006.02.12,2006,02,12:00,AUSTRALIA,South Australia,"Brighton Beach, Adelaide",Fishing,M,0
1279,2006.02.08,2006.02.08,2006,02,Unknown,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,0
1280,2006.02.01.b,2006.02.01,2006,02,18:00,TONGA,Vava'u,Tu’anuku,Swimming,F,1
1281,2006.02.01.a,2006.02.01,2006,02,Unknown,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Others,M,0
1282,2006.01.28.R,2006.01.28,2006,01,Unknown,ATLANTIC OCEAN,300 miles from Antigua,,Others,M,0
1283,2006.01.25,2006.01.25,2006,01,14:00,SOUTH AFRICA,Eastern Cape Province,Coffee Bay,Fishing,M,0
1284,2006.01.23,2006.01.23,2006,01,Unknown,ATLANTIC OCEAN,800 miles from land,,Others,F,0
1285,2006.01.18,2006.01.18,2006,01,22:30,USA,California,"Santa Cruz, Santa Cruz County",Surfing,M,0
1286,2006.01.15,2006.01.15,2006,01,11:00,AUSTRALIA,Western Australia,"Off City Beach, Perth",Diving,M,0
1287,2006.01.11,2006.01.11,2006,01,Unknown,BAHAMAS,Grand Bahama Island,Sandy Cay,Diving,M,0
1288,2006.01.07,2006.01.07,2006,01,17:15,AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,1
1289,2006.01.04,2006.01.04,2006,01,16:45,USA,Florida,"Round Island Park, Indian River County",Surfing,M,0
1290,2006.01.01,2006.01.01,2006,01,Unknown,SOUTH AFRICA,Western Cape Province,Soetwater,Diving,M,0
1291,2005.12.24,2005.12.24,2005,12,12:00,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,M,0
1292,2005.12.21,2005.12.21,2005,12,11:45,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,M,0
1293,2005.12.20,2005.12.20,2005,12,13:30,ATLANTIC OCEAN,600 nm west of the Canary Islands,,Others,,0
1294,2005.12.11,2005.12.11,2005,12,11:00,AUSTRALIA,Queensland,St. Crispin Reef,Fishing,M,0
1295,2005.12.05.R,2005.12.05,2005,12,15:30,AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,,0
1296,2005.11.29.R,2005.11.29,2005,11,Unknown,USA,Florida,"Cape San Blas, Gulf County",Surfing,M,0
1297,2005.11.27,2005.11.27,2005,11,13:00,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,0
1298,2005.11.25.c,2005.11.25,2005,11,Unknown,AUSTRALIA,Victoria,"6 km off Collendina, south of Melbourne",Fishing,,0
1299,2005.11.25.b,2005.11.25,2005,11,18:00,AUSTRALIA,Victoria,Flinders,Surfing,M,0
1300,2005.11.25.a,2005.11.25,2005,11,11:30,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,0
1301,2005.11.24,2005.11.24,2005,11,20:30,NEW CALEDONIA,Loyalty Islands,Maré,Fishing,,0
1302,2005.11.21,2005.11.21,2005,11,Unknown,USA,Florida,"Jensen Beach, Martin County",Surfing,M,0
1303,2005.11.20,2005.11.20,2005,11,14:30,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,0
1304,2005.11.16.R,2005.11.16,2005,11,Unknown,NEW CALEDONIA,,,Others,,0
1305,2005.11.15,2005.11.15,2005,11,14:00,SOUTH AFRICA,Eastern Cape Province,Aston Bay,Fishing,M,0
1306,2005.11.12,2005.11.12,2005,11,13:00,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,0
1307,2005.11.02.b,2005.11.02,2005,11,16:45,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,0
1308,2005.11.02.a,2005.11.02,2005,11,07:15,USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,0
1309,2005.10.29,2005.10.29,2005,10,Unknown,USA,Florida,"Ponce de Leon Inlet, Volusia County",Others,M,0
1310,2005.10.25,2005.10.25,2005,10,08:00,ST. MARTIN,Simpson Bay,Sunterra Beach,Others,M,0
1311,2005.10.22,2005.10.22,2005,10,Unknown,SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),Others,M,0
1312,2005.10.21,2005.10.21,2005,10,11:00,USA,California,"Klamath River mouth, Del Norte County",Surfing,M,0
1313,2005.10.19,2005.10.19,2005,10,10:30,USA,California,"Salmon Beach, Sonoma County",Surfing,F,0
1314,2005.10.15,2005.10.15,2005,10,17:55,USA,Florida,"Ponce Inlet, Volusia County",Others,M,0
1315,2005.10.13,2005.10.13,2005,10,18:00,USA,Hawaii,"Honokowai, Maui",Surfing,M,0
1316,2005.10.11,2005.10.11,2005,10,15:00,GRAND CAYMAN,East Wall,Jack McKenney's Canyon,Diving,F,0
1317,2005.10.06,2005.10.06,2005,10,16:05,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,0
1318,2005.10.03,2005.10.03,2005,10,Unknown,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,0
1319,2005.10.01,2005.10.01,2005,10,15:00,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",Others,M,0
1320,2005.09.27.R,2005.09.27,2005,09,Unknown,AUSTRALIA,New South Wales,Arakoon's Little Bay,Surfing,M,0
1321,2005.09.24,2005.09.24,2005,09,12:05,AUSTRALIA,South Australia,Kangaroo Island,Surfing,M,0
1322,2005.09.23,2005.09.23,2005,09,Unknown,AUSTRALIA,Western Australia,"Scarborough Beach, Perth",Surfing,M,0
1323,2005.09.22,2005.09.22,2005,09,07:30,USA,Florida,"Tigertail Beach, Collier County",Surfing,M,0
1324,2005.09.20,2005.09.20,2005,09,16:30,USA,South Carolina,"Myrtle Beach, Horry County",Surfing,F,0
1325,2005.09.11,2005.09.11,2005,09,14:00,USA,South Carolina,Folly Beach,Surfing,M,1
1326,2005.09.07,2005.09.07,2005,09,Unknown,AUSTRALIA,New South Wales,"Park Beach, Coff's Harbour",Others,M,0
1327,2005.09.05,2005.09.05,2005,09,15:20,USA,North Carolina,"North Topsail Beach, Onslow County",Others,F,0
1328,2005.09.04.a,2005.09.04,2005,09,15:00,AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,0
1329,2005.09.02.b,2005.09.02,2005,09,11:10,USA,Florida,"Ponce Inlet, Volusia County",Others,M,0
1330,2005.09.02.a,2005.09.02,2005,09,Unknown,THAILAND,,On deck of fishing trawler 100 nautical miles offshore,Others,M,1
1331,2005.08.24.b,2005.08.24,2005,08,16:10,AUSTRALIA,South Australia,Glenelg,Diving,M,1
1332,2005.08.24.a,2005.08.24,2005,08,11:00,USA,California,"Scripps, LaJolla, San Diego County",Surfing,M,0
1333,2005.08.22,2005.08.22,2005,08,Unknown,USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County",Others,M,0
1334,2005.08.21,2005.08.21,2005,08,Unknown,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,0
1335,2005.08.19,2005.08.19,2005,08,20:00,USA,Texas,Crystal Beach (east of Galveston),Others,M,0
1336,2005.08.14,2005.08.14,2005,08,Unknown,SOUTH AFRICA,Western Cape Province,"Milnerton Lagoon, Cape Town",Others,,0
1337,2005.08.12,2005.08.12,2005,08,11:30,USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,0
1338,2005.08.06,2005.08.06,2005,08,09:45,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,0
1339,2005.08.01,2005.08.01,2005,08,Unknown,SEYCHELLES,Inner Islands,Off North Island,Fishing,M,1
1340,2005.07.27,2005.07.27,2005,07,18:00,USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Others,F,0
1341,2005.07.23,2005.07.23,2005,07,11:30,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,0
1342,2005.07.22,2005.07.22,2005,07,11:15,USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,M,0
1343,2005.07.17.b,2005.07.17,2005,07,Unknown,LIBERIA,,,Swimming,M,1
1344,2005.07.17.a,2005.07.17,2005,07,Unknown,CHINA,Shanghai,"Ocean World, Changfeng Park",Diving,M,0
1345,2005.07.15.R,2005.07.15,2005,07,Unknown,AUSTRALIA,,,Others,,0
1346,2005.07.15,2005.07.15,2005,07,16:40,USA,North Carolina,"Holden Beach, Brunswick County",Swimming,M,0
1347,2005.07.13,2005.07.13,2005,07,13:00,USA,Texas,"Port Bolivar, Galveston County",Others,F,0
1348,2005.07.01,2005.07.01,2005,07,11:30,USA,Florida,"Boca Grande, Lee County",Others,M,0
1349,2005.06.27,2005.06.27,2005,06,11:30,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,0
1350,2005.06.25,2005.06.25,2005,06,11:15,USA,Florida,"Destin, Walton County",Swimming,F,1
1351,2005.06.22,2005.06.22,2005,06,Unknown,VANUATU,Malampa Province,Atchin Island off Malakula,Swimming,F,1
1352,2005.06.21,2005.06.21,2005,06,07:00,MEXICO,Baja California,San Luis beach,Surfing,M,0
1353,2005.06.18,2005.06.18,2005,06,08:00,USA,Hawaii,Maui,Swimming,M,0
1354,2005.06.16,2005.06.16,2005,06,Unknown,USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,M,0
1355,2005.06.13,2005.06.13,2005,06,Unknown,SOUTH KOREA,South Ch'ungch'ong Province,Dando/Kaeui Island,Diving,F,0
1356,2005.06.07,2005.06.07,2005,06,11:30,USA,South Carolina,"Kiawah Island, Charleston County",Others,F,0
1357,2005.06.05,2005.06.05,2005,06,11:00,USA,New Jersey,"Surf City, Long Beach Island, Ocean County",Surfing,M,0
1358,2005.06.04,2005.06.04,2005,06,15:45,SOUTH AFRICA,Western Cape Province,Miller's Point,Fishing,M,1
1359,2005.06.02,2005.06.02,2005,06,Unknown,USA,Texas,"Mustang Island, Corpus Christi",Others,M,0
1360,2005.05.28,2005.05.28,2005,05,17:30,USA,Florida,Daytona Beach Shores,Swimming,M,0
1361,2005.05.27,2005.05.27,2005,05,18:30,USA,Florida,"Sand Key Beach, Clearwater, Pinellas County",Others,F,0
1362,2005.05.25,2005.05.25,2005,05,11:00,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Surfing,M,0
1363,2005.05.15,2005.05.15,2005,05,Unknown,AUSTRALIA,Queensland,50 km east of Townsville,Fishing,M,0
1364,2005.05.14,2005.05.14,2005,05,11:00,USA,Hawaii,"North Kihei, Maui",Others,,0
1365,2005.05.03,2005.05.03,2005,05,Unknown,MADAGASCAR,,,Fishing,M,0
1366,2005.05.02.R,2005.05.02,2005,05,Unknown,USA,South Carolina,Off Sullivans Island,Others,M,0
1367,2005.05.02,2005.05.02,2005,05,10:30,USA,Hawaii,"Noreiga's, Maui",Surfing,M,0
1368,2005.04.25,2005.04.25,2005,04,23:00,AUSTRALIA,New South Wales,Bermagui,Fishing,M,0
1369,2005.04.17.R,2005.04.17,2005,04,Unknown,AUSTRALIA,New South Wales,Crookhaven,Others,,0
1370,2005.04.16.b,2005.04.16,2005,04,Unknown,AUSTRALIA,Northern Territory,Bremer Island,Fishing,M,0
1371,2005.04.16.a,2005.04.16,2005,04,06:10,AUSTRALIA,New South Wales,Bronte Beach,Surfing,M,0
1372,2005.04.13,2005.04.13,2005,04,Unknown,USA,Florida,"Crescent Beach, Sarasota County",Others,F,0
1373,2005.04.09,2005.04.09,2005,04,Unknown,USA,Florida,"Central Gulf Coast, St. John County",Surfing,M,0
1374,2005.04.07,2005.04.07,2005,04,19:00,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,0
1375,2005.04.06,2005.04.06,2005,04,Unknown,USA,Florida,"Jacksonville Beach, Duval County",Others,F,0
1376,2005.04.06,2005.04.06,2005,04,Unknown,HONDURAS,Bay Islands,Utila,Diving,F,0
1377,2005.03.28,2005.03.28,2005,03,09:45,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,0
1378,2005.03.27.R,2005.03.27,2005,03,Unknown,AUSTRALIA,New South Wales,,Surfing,M,0
1379,2005.03.25,2005.03.25,2005,03,17:30,VENEZUELA,,Punta Caracas,Surfing,M,0
1380,2005.03.19,2005.03.19,2005,03,14:00,AUSTRALIA,Western Australia,"Wreck Point, Abrolhos Islands",Others,M,1
1381,2005.03.12,2005.03.12,2005,03,15:30,USA,New Mexico,"Albuquerue Aquarium, Albuquerue",Diving,M,0
1382,2005.03.10,2005.03.10,2005,03,Unknown,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Others,M,0
1383,2005.03.09,2005.03.09,2005,03,14:00,NEW ZEALAND,North Island,"Waiapu River mouth , East Cape",Fishing,M,0
1384,2005.03.05,2005.03.05,2005,03,Unknown,SOLOMON ISLANDS,Santa Isabel Province,,Diving,M,0
1385,2005.02.26,2005.02.26,2005,02,Unknown,AUSTRALIA,Queensland,Brisbane River,Swimming,M,0
1386,2005.02.22,2005.02.22,2005,02,Unknown,USA,Florida,"Long Key, Monroe County",Fishing,M,0
1387,2005.02.16,2005.02.16,2005,02,14:30,USA,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,M,0
1388,2005.02.13,2005.02.13,2005,02,Unknown,USA,Florida,Fort Lauderdale,Fishing,M,0
1389,2005.02.04,2005.02.04,2005,02,Unknown,BRAZIL,Bahia,Ilhéus,Surfing,M,0
1390,2005.01.20,2005.01.20,2005,01,Unknown,CUBA,Santiago de Cuba Province,Uvero,Swimming,M,0
1391,2005.01.19,2005.01.19,2005,01,Unknown,AUSTRALIA,Victoria,Port Phillip Bay,Fishing,M,0
1392,2005.01.14,2005.01.14,2005,01,14:00,AUSTRALIA,Victoria,Blairgowrie,Others,,0
1393,2005.01.08,2005.01.08,2005,01,12:00,NEW ZEALAND,North Island,Taupiri Bay,Fishing,M,0
1394,2004.12.26,2004.12.26,2004,12,Unknown,SRI LANKA,Eastern Province,Pasikudha,Others,F,0
1395,2004.12.16,2004.12.16,2004,12,15:15,AUSTRALIA,South Australia,"West Beach, Adelaide",Surfing,M,1
1396,2004.12.11,2004.12.11,2004,12,13:00,AUSTRALIA,Queensland,Opal Reef,Fishing,M,1
1397,2004.11.27,2004.11.27,2004,11,18:00,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,0
1398,2004.11.26,2004.11.26,2004,11,Unknown,SOUTH AFRICA,Eastern Cape Province,Gonubie,Others,M,0
1399,2004.11.15,2004.11.15,2004,11,07:00,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,1
1400,2004.11.11.b,2004.11.11,2004,11,13:30,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,lli,0
1401,2004.11.11.a,2004.11.11,2004,11,09:00,VANUATU,Malampa Province,Malakula (Malakula Island),Others,M,0
1402,2004.11.00,2004.11.00,2004,11,Unknown,NEW CALEDONIA,North Province,Koumac,Diving,,0
1403,2004.10.31,2004.10.31,2004,10,14:00,CUBA,Camaguey Province,Santa Lucia,Diving,M,0
1404,2004.10.30.x,2004.10.30,2004,10,Unknown,NEW ZEALAND,North Island,Whangarei,Others,,0
1405,2004.10.30.a,2004.10.30,2004,10,Unknown,SOUTH AFRICA,Western Cape Province,Gansbaai,Others,M,0
1406,2004.10.21,2004.10.21,2004,10,Unknown,AUSTRALIA,New South Wales,Stockton Beach,Surfing,M,0
1407,2004.10.10,2004.10.10,2004,10,09:30,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,0
1408,2004.10.09.b,2004.10.09,2004,10,12:40,USA,Hawaii,Moloka'i,Fishing,M,0
1409,2004.10.09.a,2004.10.09,2004,10,Unknown,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Surfing,M,0
1410,2004.10.06,2004.10.06,2004,10,16:15,REUNION,Conservatória District,"P' tit Paris, Saint-Pierre",Others,M,0
1411,2004.10.02,2004.10.02,2004,10,15:30,USA,California,"Pismo Beach, San Luis Obispo County",Surfing,M,0
1412,2004.10.01,2004.10.01,2004,10,14:00,USA,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,0
1413,2004.09.25,2004.09.25,2004,09,12:00,AUSTRALIA,Queensland,Batt Reef,Fishing,,0
1414,2004.09.20,2004.09.20,2004,09,09:00,USA,Oregon,Gold  Beach,Surfing,M,0
1415,2004.09.10,2004.09.10,2004,09,Unknown,USA,Texas,South Padre Island,Surfing,M,0
1416,2004.09.08,2004.09.08,2004,09,Unknown,BRAZIL,Pernambuco,"Pina, Recife",Swimming,,1
1417,2004.09.04,2004.09.04,2004,09,15:40,USA,South Carolina,"North of Apache Pier, Myrtle Beach, Horry County",Others,F,0
1418,2004.08.29,2004.08.29,2004,08,17:30,USA,Florida,"New Smyrna Beachape Canaveral  National Seashore, Brevard County",Others,F,0
1419,2004.08.21,2004.08.21,2004,08,13:00,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Others,M,0
1420,2004.08.20,2004.08.20,2004,08,17:30,USA,California,"204s, San Clemente, Orange County",Surfing,M,0
1421,2004.08.15,2004.08.15,2004,08,16:00,USA,California,"Kibesillah, Mendocino County",Diving,M,1
1422,2004.08.06,2004.08.06,2004,08,20:30,USA,Florida,"Big Bayou, St. Petersburg, Pinellas County",Swimming,M,0
1423,2004.08.03,2004.08.03,2004,08,14:00,AUSTRALIA,New South Wales,Byron Bay,Fishing,M,0
1424,2004.08.00,2004.08.00,2004,08,Unknown,SOUTH AFRICA,KwaZulu-Natal,Park Rynie,Fishing,,0
1425,2004.07.31,2004.07.31,2004,07,13:00,USA,Florida,"Cocoa  Beach, Brevard County",Surfing,F,0
1426,2004.07.30,2004.07.30,2004,07,Unknown,RUSSIA,Kuril Islands in the Pacific,"Kunashir Island, 70 km from northern Japan",Fishing,M,0
1427,2004.07.28,2004.07.28,2004,07,17:30,USA,North Carolina,"Rodanthe, Dare County",Surfing,F,0
1428,2004.07.27.b,2004.07.27,2004,07,17:00,USA,North Carolina,"Carolina Beach, New Hanover County",Swimming,F,0
1429,2004.07.27.a,2004.07.27,2004,07,16:30,USA,Texas,Galveston Island,Swimming,F,0
1430,2004.07.25,2004.07.25,2004,07,19:30,USA,Texas,"Bryan Beach, Brazoria County",Fishing,M,0
1431,2004.07.19.R,2004.07.19,2004,07,Unknown,AUSTRALIA,Western Australia,"7 km off Trigg surf beach, Perth",Fishing,,0
1432,2004.07.15,2004.07.15,2004,07,Unknown,JAPAN,Wakayama Prefecture,Susami,Fishing,M,0
1433,2004.07.10,2004.07.10,2004,07,14:10,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",Surfing,M,1
1434,2004.07.02.b,2004.07.02,2004,07,Unknown,EGYPT,Sinai Peninsula,The lagoon at Dahab,Others,F,0
1435,2004.07.02.a,2004.07.02,2004,07,16:40,USA,Alabama,"Gulf Shores Beach, Baldwin County",Others,M,0
1436,2004.06.26.b,2004.06.26,2004,06,09:00,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,0
1437,2004.06.26.a,2004.06.26,2004,06,Unknown,AUSTRALIA,Western Australia,Floreat Beach,Fishing,M,0
1438,2004.06.14,2004.06.14,2004,06,Unknown,USA,Florida,"Disneyero Beach, Indian River County",Diving,F,0
1439,2004.06.10.b,2004.06.10,2004,06,Unknown,AUSTRALIA,Western Australia,Bunbury,Others,M,0
1440,2004.06.10.a,2004.06.10,2004,06,18:00,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,0
1441,2004.06.02,2004.06.02,2004,06,15:00,SOUTH AFRICA,Western Cape Province,Dyer Island,Swimming,M,1
1442,2004.05.29,2004.05.29,2004,05,19:45,USA,Texas,"Pirate's Beach, Galveston Island",Others,M,0
1443,2004.05.23.b,2004.05.23,2004,05,14:30,BRAZIL,Pernambuco,Piedade Beach,Swimming,M,0
1444,2004.05.28,2004.05.28,2004,05,11:00,USA,California,"Salmon Creek, Sonoma County",Surfing,M,0
1445,2004.05.23.a,2004.05.23,2004,05,12:30,USA,Florida,"St. Augustine, St. John's County",Swimming,M,0
1446,2004.05.22.c,2004.05.22,2004,05,Unknown,USA,Florida,St. Augustine  St. Johns County,Swimming,M,0
1447,2004.05.22.b,2004.05.22,2004,05,Unknown,USA,Florida,"Jacksonville Beach, Duval County",Others,F,0
1448,2004.05.22.a,2004.05.22,2004,05,16:00,BRAZIL,Pernambuco,"Piedade Beach, Recife",Others,F,0
1449,2004.05.18,2004.05.18,2004,05,15:00,BAHAMAS,Abaco Islands,Green Turtle Cay,Fishing,M,0
1450,2004.05.04,2004.05.04,2004,05,16:30,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,Surfing,M,0
1451,2004.05.01,2004.05.01,2004,05,Unknown,BRAZIL,Pernambuco,Piedade,Swimming,M,1
1452,2004.04.26,2004.04.26,2004,04,Unknown,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",Diving,M,0
1453,2004.04.22,2004.04.22,2004,04,Unknown,NEW ZEALAND,North Island,Motunui,Fishing,,0
1454,2004.04.13.b,2004.04.13,2004,04,Unknown,TONGA,Nuku'alofa,30 nautical miles offshore,Fishing,M,1
1455,2004.04.13.a,2004.04.13,2004,04,Unknown,TONGA,Nuku'alofa,30 nautical miles offshore,Fishing,M,1
1456,2004.04.07,2004.04.07,2004,04,07:08,USA,Hawaii,"Kahana Beach, Maui",Surfing,M,1
1457,2004.04.05,2004.04.05,2004,04,14:00,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",Surfing,M,0
1458,2004.04.04,2004.04.04,2004,04,Unknown,USA,Hawaii,Velzyland,Surfing,F,1
1459,2004.03.31.b,2004.03.31,2004,03,Unknown,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Others,M,0
1460,2004.03.31.a,2004.03.31,2004,03,09:00,USA,Florida,"Stuart Rocks, Martin County",Surfing,M,0
1461,2004.03.29,2004.03.29,2004,03,07:30,BRAZIL,Pernambuco,Piedade Beach,Others,M,0
1462,2004.03.28,2004.03.28,2004,03,15:00,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Surfing,M,0
1463,2004.03.27.b,2004.03.27,2004,03,17:00,REUNION,Saint-Benoît,Spot de la gare,Surfing,M,0
1464,2004.03.27.a,2004.03.27,2004,03,08:30,USA,Florida,"Sanibel Island, Lee County",Swimming,M,0
1465,2004.03.24,2004.03.24,2004,03,10:00,USA,Hawaii,Punaluu,Others,F,0
1466,2004.03.22,2004.03.22,2004,03,12:30,NEW ZEALAND,North Island,Te Arai Point,Fishing,M,0
1467,2004.03.16,2004.03.16,2004,03,07:45,USA,Hawaii,"Kalihiwai Beach, Kauai",Surfing,M,0
1468,2004.03.06,2004.03.06,2004,03,Unknown,AUSTRALIA,Western Australia,5 nm off Cervantes,Fishing,M,0
1469,2004.02.29,2004.02.29,2004,02,15:00,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,1
1470,2004.02.26,2004.02.26,2004,02,19:00,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,Surfing,M,0
1471,2004.02.21,2004.02.21,2004,02,Unknown,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",Swimming,M,0
1472,2004.02.16,2004.02.16,2004,02,11:00,AUSTRALIA,Queensland,"Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast",Fishing,M,0
1473,2004.02.14,2004.02.14,2004,02,Unknown,EGYPT,,"Coral Bay, Sharm-el-Sheikh",Others,M,1
